TEAM_NAME,PLAYER_NAME,POS,EST_RETURN,STATUS,COMMENT,DATA_DATE
Miami Heat,Dru Smith,G,Oct 1,Out,Dec 27: The Heat announced Friday that Smith underwent successful surgery to repair a ruptured left Achilles tendon and will miss the remainder of the season.,2025-01-08
Milwaukee Bucks,Giannis Antetokounmpo,PF,Jan 8,Day-To-Day,Jan 7: Antetokounmpo (knee) is listed as probable for Wednesday's game versus the Spurs.,2025-01-08
Milwaukee Bucks,Andre Jackson Jr.,G,Jan 8,Day-To-Day,Jan 7: Jackson is probable for Wednesday's game against the Spurs with back spasms.,2025-01-08
Milwaukee Bucks,Khris Middleton,SF,Jan 8,Day-To-Day,Jan 7: Middleton (ankles) is probable for Wednesday's game against the Spurs.,2025-01-08
Minnesota Timberwolves,Rob Dillingham,G,Jan 15,Out,Jan 3: Dillingham (ankle) will miss one-to-two weeks with ankle sprain.,2025-01-08
New Orleans Pelicans,Jamal Cain,F,Jan 8,Out,Jan 7: Cain (illness) will not play Tuesday against Minnesota.,2025-01-08
New Orleans Pelicans,Trey Murphy III,SG,Jan 8,Out,Jan 6: Murphy (ankle) has been ruled out for Tuesday's game against the Timberwolves.,2025-01-08
New Orleans Pelicans,Brandon Ingram,SF,Jan 10,Out,"Dec 24: Ingram (ankle) will be re-evaluated in two weeks, Vincent Goodwill of Yahoo Sports reports.",2025-01-08
New York Knicks,Miles McBride,PG,Jan 8,Out,Jan 7: McBride (hamstring) is questionable for Wednesday's game against the Raptors.,2025-01-08
New York Knicks,Karl-Anthony Towns,C,Jan 8,Day-To-Day,Jan 7: Towns (knee) is questionable for Wednesday's game against the Raptors.,2025-01-08
New York Knicks,Mitchell Robinson,C,Jan 25,Out,"Jan 1: Robinson (ankle) has yet to begin running full speed but is expected to be cleared for full practice at some point in January, Ian Begley of SportsNet New York reports.",2025-01-08
New York Knicks,Kevin McCullar Jr.,F,Jan 10,Out,Oct 27: McCullar (knee) has been ruled out of Monday's game against the Cavaliers.,2025-01-08
Oklahoma City Thunder,Ajay Mitchell,G,Jan 10,Out,Jan 7: Mitchell (toe) is out for Wednesday's game against the Cavaliers.,2025-01-08
Oklahoma City Thunder,Alex Caruso,SG,Jan 10,Out,Jan 7: Caruso (hip) is out for Wednesday's game against the Cavaliers.,2025-01-08
Oklahoma City Thunder,Alex Ducas,G,Jan 10,Out,"Dec 16: Ducas (back) has been ruled out for Tuesday's NBA Cup Championship game against the Bucks, Rylan Stiles of FanSided.com reports.",2025-01-08
Oklahoma City Thunder,Adam Flagler,F,Jan 16,Out,"Dec 9: Flagler has been diagnosed with a right fourth metacarpal fracture and will be re-evaluated in 4-to-6 weeks, Clemente Almanza of USA Today reports.",2025-01-08
Oklahoma City Thunder,Chet Holmgren,PF,Feb 10,Out,"Nov 11: Holmgren suffered a right iliac hip fracture during Sunday's loss to the Warriors and a return to play protocol will be provided in 8-to-10 weeks, Shams Charania of ESPN reports.",2025-01-08
Oklahoma City Thunder,Nikola Topic,G,Jul 1,Out,"Jul 24: Topic underwent a successful left ACL procedure Wednesday and will miss the 2024-25 season, Clemente Almanza of USA Today reports.",2025-01-08
Orlando Magic,Jalen Suggs,SG,Jan 9,Day-To-Day,Jan 7: Suggs (back) won't play Monday against the Knicks.,2025-01-08
Orlando Magic,Gary Harris,SG,Jan 9,Out,Jan 6: Harris (hamstring) will not play Monday against the Knicks.,2025-01-08
Orlando Magic,Paolo Banchero,PF,Jan 9,Out,Jan 6: Banchero (oblique) has been ruled out for Monday's game against the Knicks.,2025-01-08
Orlando Magic,Moritz Wagner,C,Oct 1,Out,"Dec 22: Wagner suffered a season-ending torn ACL in his left knee Saturday, Shams Charania of ESPN reports.",2025-01-08
Orlando Magic,Franz Wagner,SF,Jan 15,Out,"Dec 7: Wagner (oblique) tore his right oblique during Friday's 102-94 loss to the 76ers and will be re-evaluated in four weeks, Shams Charania of ESPN reports.",2025-01-08
Philadelphia 76ers,Andre Drummond,C,Jan 8,Day-To-Day,Jan 7: Drummond (toe) is questionable for Wednesday's game against the 76ers.,2025-01-08
Philadelphia 76ers,Kyle Lowry,PG,Jan 10,Out,Jan 7: Lowry (hip) is out for Wednesday's game against the Wizards.,2025-01-08
Philadelphia 76ers,Paul George,F,Jan 10,Out,Jan 7: George won't play Wednesday against the Wizards with left groin tightness.,2025-01-08
Philadelphia 76ers,Joel Embiid,C,Jan 10,Out,Jan 7: Embiid (foot) will not play Wednesday against the Wizards.,2025-01-08
Philadelphia 76ers,KJ Martin,F,Jan 10,Out,Dec 24: Martinwill not play versus Boston on Wednesday due to a stress reaction in his left foot.,2025-01-08
Philadelphia 76ers,Jared McCain,G,Mar 1,Out,"Dec 17: The 76ers announced Tuesday that McCain underwent successful surgery to repair a lateral meniscus tear and remains out indefinitely, Tim Bontemps of ESPN.com reports.",2025-01-08
Phoenix Suns,Royce O'Neale,PF,Jan 11,Out,"Dec 31: The Suns announced Tuesday that O'Neale will be re-evaluated in 10 days with a left ankle sprain, Shane Young of Forbes.com reports.",2025-01-08
Portland Trail Blazers,Donovan Clingan,C,Jan 8,Day-To-Day,Jan 7: Clingan (rest) is questionable for Wednesday's game against the Pelicans.,2025-01-08
Portland Trail Blazers,Matisse Thybulle,SG,Jan 9,Out,Jan 7: Thybulle (ankle) remains out for Wednesday's game against the Pelicans.,2025-01-08
Portland Trail Blazers,Deni Avdija,SF,Jan 8,Day-To-Day,Jan 7: Avdija is listed as questionable for Wednesday's game versus the Pelicans due to a right wrist sprain.,2025-01-08
Portland Trail Blazers,Jerami Grant,SF,Jan 9,Out,Jan 7: Grant (face) has been ruled out for Wednesday's game against the Pelicans.,2025-01-08
Sacramento Kings,Mason Jones,G,Jan 11,Day-To-Day,"Jan 7: Jones sustained a right hamstring strain during the Stockton Kings' 108-98 G League win over the Santa Cruz Warriors and will be re-evaluated in 7-to-10 days, Sean Cunningham of Fox 40 Sacramento.",2025-01-08
Sacramento Kings,Isaac Jones,C,Jan 11,Day-To-Day,Jan 7: Jones (illness) isn't listed on the Kings' injury report for Thursday's game against the Pelicans.,2025-01-08
Sacramento Kings,De'Aaron Fox,PG,Jan 10,Out,Jan 6: Fox (hip) will not play Monday against the Heat.,2025-01-08
San Antonio Spurs,Jeremy Sochan,F,Jan 11,Out,"Jan 7: Sochan has been ruled out for Wednesday's game against the Bucks due to back tightness, Michael C. Wright of ESPN.com reports.",2025-01-08
San Antonio Spurs,Riley Minix,F,Jan 10,Day-To-Day,"Jan 7: The Spurs signed Minix to a two-way contract Saturday, Michael C. Wright of ESPN.com reports.",2025-01-08
Utah Jazz,Brice Sensabaugh,F,Jan 9,Out,Jan 7: Sensabaugh (illness) has been ruled out for Tuesday's game against the Hawks.,2025-01-08
Utah Jazz,Keyonte George,G,Jan 9,Out,"Jan 6: George (heel) has been ruled out for Tuesday's game against Atlanta, Andy Larsen of The Salt Lake Tribune reports.",2025-01-08
Utah Jazz,John Collins,PF,Jan 9,Out,"Jan 6: Collins (personal) has been ruled out for Tuesday's game against the Hawks, Andy Larsen of The Salt Lake Tribune reports.",2025-01-08
Utah Jazz,Jordan Clarkson,PG,Jan 20,Out,"Jan 6: Clarkson underwent an MRI on his left foot Monday which confirmed a torn plantar fascia, Sarah Todd of The Deseret News reports.",2025-01-08
Utah Jazz,Taylor Hendricks,F,Oct 1,Out,"Nov 6: Hendricks underwent surgery on his broken right leg and dislocated ankle Wednesday, Andy Larsen of The Salt Lake Tribune reports.",2025-01-08
Washington Wizards,Jordan Poole,SG,Jan 8,Day-To-Day,Jan 7: Poole (hip) has been ruled out for Tuesday's game against the Rockets.,2025-01-08
Washington Wizards,Malcolm Brogdon,PG,Jan 8,Day-To-Day,Jan 7: Brogdon (foot) has been ruled out for Tuesday's game against the Rockets.,2025-01-08
Washington Wizards,Kyle Kuzma,SF,Jan 8,Day-To-Day,"Jan 7: Kuzma (calf) finished Tuesday's game versus the Rockets with 10 points (4-9 FG, 1-4 3Pt, 1-4 FT), six rebounds, two assists and one steal in 17 minutes.",2025-01-08
Washington Wizards,Johnny Davis,G,Jan 8,Out,Jan 7: Davis (illness) will not play Tuesday against the Rockets.,2025-01-08
Washington Wizards,Tristan Vukcevic,PF,Jan 8,Out,"Jan 6: Vukcevic (ankle) won't play in Tuesday's game against the Rockets, Josh Robbins of The Athletic reports.",2025-01-08
Washington Wizards,Marvin Bagley III,PF,Jan 16,Out,"Dec 26: Coach Brian Keefe said Thursday that Bagley (knee) avoided the worst-case scenario and doesn't expect his injury to be season-ending, Varun Shankar of The Washington Post reports.",2025-01-08
Washington Wizards,Saddiq Bey,SF,Jan 16,Out,"Oct 15: Coach Brain Keefe said Tuesday that Bey (knee) doesn't have a return timetable, Varun Shankar of The Washington Post reports.",2025-01-08
