TEAM_NAME,PLAYER_NAME,POS,EST_RETURN,STATUS,COMMENT,DATA_DATE
Dallas Mavericks,Dereck Lively II,C,Apr 2,Out,Jan 23: The Mavericks announced Wednesday that Lively will be re-evaluated in four weeks after being diagnosed with a right ankle stress fracture.,2025-02-20
Denver Nuggets,Aaron Gordon,PF,Feb 20,Out,Feb 19: Gordon (calf) is probable to play Thursday against the Hornets.,2025-02-20
Denver Nuggets,Jamal Murray,PG,Feb 20,Day-To-Day,Feb 19: Murray (knee) has been listed as probable for Thursday's game against the Hornets.,2025-02-20
Denver Nuggets,Vlatko Cancar,SF,Feb 22,Out,Feb 19: Cancar (knee) will not play Thursday against the Hornets.,2025-02-20
Denver Nuggets,Michael Porter Jr.,SF,Feb 20,Out,Feb 19: Porter (hamstring) is probable for Thursday's game against the Hornets.,2025-02-20
Denver Nuggets,Peyton Watson,F,Mar 5,Out,"Feb 3: The Nuggets announced Monday that Watson will be re-evaluated in four weeks due to a right knee sprain he picked up against the 76ers on Jan. 31, Bennett Durando of The Denver Post reports.",2025-02-20
Denver Nuggets,DaRon Holmes II,C,Jul 1,Out,,2025-02-20
Detroit Pistons,Ron Harper Jr.,G,Feb 20,Day-To-Day,"Feb 14: Harper signed a two-way contract with the Detroit Pistons on Sunday, Jake Fischer of Yahoo Sports reports.",2025-02-20
Detroit Pistons,Jaden Ivey,PG,Mar 23,Out,Feb 6: The Pistons announced Thursday that Ivey (lower leg) has transitioned to a walking boot and has begun light weight-bearing activity. The 22-year-old guard's progress will be updated in another four weeks as he continues to progress in the rehabilitation process.,2025-02-20
Golden State Warriors,Jonathan Kuminga,PF,Feb 27,Out,"Feb 19: Kuminga (ankle) participated in practice Wednesday, the Warriors announced.",2025-02-20
Golden State Warriors,Gary Payton II,SG,Feb 21,Out,"Feb 13: Payton (right peroneal contusion) has been ruled out for Thursday's game against the Rockets, Ohm Youngmisuk of ESPN.com reports.",2025-02-20
Houston Rockets,Cody Zeller,C,Feb 21,Out,Feb 13: Zeller (not with team) is out for Thursday's game versus the Warriors.,2025-02-20
Houston Rockets,Tari Eason,F,Feb 21,Out,"Feb 12: Eason (lower leg) won't play in Thursday's game against Golden State, Ben DuBose of USA Today reports.",2025-02-20
Houston Rockets,Jabari Smith Jr.,PF,Feb 21,Out,"Feb 10: Coach Ime Udoka said Sunday that Smith (hand) may be cleared for contact work during the All-Star break, Adam Spolane of Sports Radio 610 Houston reports.",2025-02-20
Houston Rockets,Fred VanVleet,PG,Feb 21,Out,Feb 9: VanVleet (ankle) has been ruled out for Sunday's game against the Raptors and remains week-to-week.,2025-02-20
Indiana Pacers,Isaiah Jackson,SF,Oct 1,Out,"Nov 2: Jackson suffered a torn Achilles during Friday's game against the Pelicans, Shams Charania of ESPN reports.",2025-02-20
LA Clippers,Amir Coffey,SG,Feb 20,Out,"Feb 13: Coffey (knee) has been ruled out for Thursday's game against the Jazz, Law Murray of The Athletic reports.",2025-02-20
LA Clippers,Drew Eubanks,PF,Feb 20,Out,Feb 13: Eubanks (ankle) won't play in Thursday's game versus the Jazz.,2025-02-20
LA Clippers,Kawhi Leonard,SF,Feb 20,Out,"Feb 13: Leonard (rest) won't play in Thursday's game against the Jazz, Law Murray of The Athletic reports.",2025-02-20
Los Angeles Lakers,Maxi Kleber,PF,Apr 11,Out,"Feb 4: Kleber will have his surgically repaired right foot re-evaluated in eight weeks, Jovan Buha of The Athletic reports.",2025-02-20
Memphis Grizzlies,Johnny Davis,G,Feb 21,Out,Feb 19: Davis (not with team) is out for Thursday's game against the Pacers.,2025-02-20
Memphis Grizzlies,Cam Spencer,G,Feb 20,Out,Feb 12: Spencer (thumb) has been ruled out for Wednesday's game against the Clippers.,2025-02-20
Miami Heat,Bam Adebayo,C,Feb 21,Out,"Feb 13: Adebayo (knee) is out for Thursday's game against the Mavericks, Eddie Sefko of the Mavericks' official site reports.",2025-02-20
Miami Heat,Kevin Love,PF,Feb 21,Out,Feb 13: Love (personal) won't play in Thursday's game versus the Mavericks.,2025-02-20
Miami Heat,Terry Rozier,SG,Feb 21,Out,Feb 13: Rozier (illness) won't play in Thursday's game versus the Mavericks.,2025-02-20
Miami Heat,Andrew Wiggins,SF,Feb 21,Out,Feb 13: Wiggins won't play in Thursday's game versus the Mavericks due to a stomach illness.,2025-02-20
Miami Heat,Isaiah Stevens,G,Feb 21,Out,"Feb 2: Stevens posted 16 points (5-17 FG, 2-6 3Pt, 3-4 FT), 10 assists and two steals over 39 minutes in Friday's 110-96 G League loss to Santa Cruz.",2025-02-20
Miami Heat,Dru Smith,G,Oct 1,Out,Dec 27: The Heat announced Friday that Smith underwent successful surgery to repair a ruptured left Achilles tendon and will miss the remainder of the season.,2025-02-20
Milwaukee Bucks,Andre Jackson Jr.,G,Feb 20,Day-To-Day,Feb 19: Jackson (wrist) is questionable for Thursday's game against the Clippers.,2025-02-20
Milwaukee Bucks,Damian Lillard,PG,Feb 20,Out,Feb 19: Lillard (hamstring) has been listed as questionable for Thursday's game against the Clippers.,2025-02-20
Milwaukee Bucks,Giannis Antetokounmpo,PF,Feb 20,Out,Feb 19: Antetokounmpo (calf) is questionable for Thursday's game against the Clippers.,2025-02-20
Minnesota Timberwolves,Anthony Edwards,SG,Feb 21,Day-To-Day,"Feb 16: Edwards did not play in Kenny's Young Stars' 41-32 loss to Chuck's Global Stars due to groin tightness, Jon Krawczynski of The Athletic reports.",2025-02-20
Minnesota Timberwolves,Rudy Gobert,C,Feb 21,Out,"Feb 13: Gobert (back) has been ruled out for Thursday's game against the Thunder, Alan Horton of the Timberwolves Radio Network reports.",2025-02-20
Minnesota Timberwolves,Mike Conley,PG,Feb 21,Out,"Feb 13: Conley (finger) has been ruled out for Thursday's game against the Thunder, Alan Horton of the Timberwolves Radio Network reports.",2025-02-20
Minnesota Timberwolves,Jesse Edwards,C,Feb 21,Out,Feb 7: Edwards (ankle) isn't on the injury report for Wednesday's game versus the Bulls.,2025-02-20
Minnesota Timberwolves,Julius Randle,PF,Feb 21,Out,Feb 5: Minnesota announced Wednesday that Randle (groin) will be re-evaluated in two weeks after being diagnosed with a right adductor strain.,2025-02-20
Minnesota Timberwolves,Donte DiVincenzo,SG,Feb 21,Out,"Jan 24: DiVincenzo will not undergo surgery on his turf toe injury and will miss at least three more weeks for the Timberwolves, NBA reporter Marc Stein reports.",2025-02-20
New Orleans Pelicans,Yves Missi,C,Feb 21,Out,Feb 14: The Pelicans announced Friday that Missi has been diagnosed with a right knee hyperextension but an MRI taken Thursday night showed no structural damage. The rookie big man will compete in the Rising Stars game at the 2025 NBA All-Star Weekend and will be re-evaluated in one week.,2025-02-20
New Orleans Pelicans,Kelly Olynyk,PF,Feb 21,Out,Feb 13: Olynyk (recently traded) is out for Thursday's game versus the Kings.,2025-02-20
New Orleans Pelicans,Jamal Cain,F,Feb 21,Out,Feb 13: Cain (illness) is out for Thursday's game versus the Kings.,2025-02-20
New Orleans Pelicans,Brandon Boston,SG,Feb 21,Out,Feb 13: Boston (ankle) won't play in Thursday's game versus the Kings.,2025-02-20
New Orleans Pelicans,Zion Williamson,PF,Feb 21,Out,Feb 13: Williamson is out for Thursday's game versus the Kings due to a return to play reconditioning.,2025-02-20
New Orleans Pelicans,Herbert Jones,SF,Oct 1,Out,"Feb 11: New Orleans vice president of basketball operations David Griffin said Tuesday that he expects Jones (shoulder) to miss the remainder of the season, Will Guillory of The Athletic reports.",2025-02-20
New Orleans Pelicans,Dejounte Murray,SG,Oct 1,Out,"Jan 31: Shams Charania of ESPNMurray suffered a torn right Achilles tendon during Friday's game against the Celtics and will now miss the rest of the season, Shams Charania of ESPN.com reports.",2025-02-20
New York Knicks,Josh Hart,SG,Feb 21,Out,Feb 19: Hart has been ruled out for Thursday's game against the Bulls due to patellofemoral syndrome in his right knee.,2025-02-20
New York Knicks,OG Anunoby,SF,Feb 20,Out,Feb 19: Anunoby (foot) has been listed as questionable for Thursday's game against the Bulls.,2025-02-20
New York Knicks,Mitchell Robinson,C,Mar 2,Out,"Feb 19: Knicks coach Tom Thibodeau said Wednesday that Robinson (ankle) has been cleared for 5-on-5 contact at practice, Ian Begley of SportsNet New York reports.",2025-02-20
New York Knicks,Kevin McCullar Jr.,F,Feb 20,Out,Feb 13: McCullar (knee) has been ruled out of Monday's game against the Cavaliers.,2025-02-20
New York Knicks,Pacome Dadiet,G,Feb 20,Out,Feb 12: Dadiet (toe) will not play Wednesday against the Hawks.,2025-02-20
Oklahoma City Thunder,Ousmane Dieng,F,Feb 21,Out,Feb 13: Dieng (calf) is out for Thursday's game versus the Timberwolves.,2025-02-20
Oklahoma City Thunder,Alex Caruso,SG,Feb 21,Out,Feb 13: Caruso (hip) is out for Thursday's game versus the Timberwolves.,2025-02-20
Oklahoma City Thunder,Cason Wallace,G,Feb 21,Out,Feb 13: Wallace (shoulder) won't play in Thursday's game versus the Timberwolves.,2025-02-20
Oklahoma City Thunder,Ajay Mitchell,G,Apr 2,Out,"Feb 6: Mitchell was converted from a two-way deal Thursday to a two-year contract with the Thunder, Shams Charania of ESPN reports.",2025-02-20
Oklahoma City Thunder,Nikola Topic,G,Jul 1,Out,"Jan 12: Topic (knee) was spotted taking part in light shooting drills on the court prior to the Thunder's 105-92 loss to the Celtics last Sunday, Clemente Almanza of USA Today reports.",2025-02-20
Orlando Magic,Jalen Suggs,SG,Feb 21,Out,"Feb 19: Suggs (quadriceps) is out for Thursday's game against the Hawks, Mason Williams of SI.com reports.",2025-02-20
Orlando Magic,Moritz Wagner,C,Oct 1,Out,Jan 9: The Magic announced that Wagner underwent successful surgery to repair a torn ACL in his left knee Wednesday and will miss the remainder of the 2024-25 season.,2025-02-20
Philadelphia 76ers,Eric Gordon,SG,Feb 22,Out,Feb 19: Gordon (wrist) has been ruled out for Thursday's game against the Celtics.,2025-02-20
Philadelphia 76ers,Kyle Lowry,PG,Feb 22,Out,Feb 19: Lowry (hip) will not play Thursday against Boston.,2025-02-20
Philadelphia 76ers,Justin Edwards,F,Feb 24,Out,"Feb 19: Edwards (ankle) will miss at least the next two games for the 76ers, Keith Pompey of The Philadelphia Inquirer reports.",2025-02-20
Philadelphia 76ers,Jared McCain,G,Oct 1,Out,"Jan 9: McCain was reviewed Thursday by the surgeon who performed surgery on his left knee and is progressing well. The 76ers officially ruled out for the rest of the season, Kyle Neubeck of AllPHLY.com reports.",2025-02-20
Phoenix Suns,Cody Martin,SF,Feb 22,Out,Feb 19: Martin (sports hernia) has been ruled out for Thursday's game against the Spurs.,2025-02-20
Phoenix Suns,Grayson Allen,SG,Feb 20,Out,Feb 12: Allen will not play Wednesday against Houston due to left knee soreness.,2025-02-20
Phoenix Suns,Devin Booker,SG,Feb 20,Out,Feb 12: Booker will not play Wednesday against Houston with a lower back contusion.,2025-02-20
Portland Trail Blazers,Scoot Henderson,G,Feb 20,Out,Feb 19: Henderson (ankle) is questionable for Thursday's game against the Lakers.,2025-02-20
Portland Trail Blazers,Robert Williams III,C,Feb 20,Out,Feb 19: Williams (knee) is questionable for Thursday's game against the Lakers.,2025-02-20
Portland Trail Blazers,Jerami Grant,SF,Feb 20,Out,Feb 19: Grant (knee) is questionable for Thursday's game against the Lakers.,2025-02-20
Portland Trail Blazers,Matisse Thybulle,SG,Feb 22,Out,Feb 19: Thybulle (ankle) will not make his season debut in Thursday's game against the Lakers.,2025-02-20
Portland Trail Blazers,Deandre Ayton,C,Mar 16,Out,Feb 12: Portland announced Wednesday that Ayton has been diagnosed with a left calf strain and that he will be re-evaluated in four weeks.,2025-02-20
Portland Trail Blazers,Justin Minaya,F,Feb 20,Out,Feb 11: Minaya (ankle) has been removed from the injury report for the Trail Blazers.,2025-02-20
San Antonio Spurs,Charles Bassey,C,Feb 21,Out,Feb 19: Bassey (knee) is out for Thursday's game against the Suns.,2025-02-20
San Antonio Spurs,Victor Wembanyama,C,Feb 20,Day-To-Day,"Feb 19: Wembanyama has been listed as doubtful for Thursday's game against the Suns due to an illness, NBA reporter Matthew Tynan reports.",2025-02-20
San Antonio Spurs,Riley Minix,F,Oct 1,Out,"Jan 15: Minix will miss the remainder of the season with a torn labrum in his left shoulder, Michael C. Wright of ESPN.com reports.",2025-02-20
Toronto Raptors,Ulrich Chomche,C,Jul 1,Out,"Feb 19: Chomche was diagnosed Wednesday with a partial proximal MCL tear in his right knee and will miss the remainder of the season, Michael Scotto of USA Today reports.",2025-02-20
Toronto Raptors,Brandon Ingram,SF,Mar 7,Out,"Feb 13: Ingram (ankle) remains without a clear target date for making his Raptors debut, but the veteran forward isn't projected to play for at least a month,",2025-02-20
Toronto Raptors,Jakob Poeltl,C,Feb 21,Out,"Feb 12: Poeltl (hip) will not play Wednesday against the Cavaliers, Josh Lewenberg of TSN.ca reports.",2025-02-20
Toronto Raptors,P.J. Tucker,PF,Feb 21,Out,"Feb 7: Raptors general manager Bobby Webster doesn't anticipate Tucker (recently traded) joining the Raptors, and they may reach a buyout in the coming days, Josh Lewenberg of TSN.ca reports.",2025-02-20
Utah Jazz,Walker Kessler,C,Feb 21,Out,Feb 13: Kessler has been ruled out for Thursday's game against the Clippers due to a left thumb sprain.,2025-02-20
Utah Jazz,KJ Martin,F,Feb 21,Out,Feb 13: Martin (conditioning) is out for Thursday's game versus the Clippers.,2025-02-20
Utah Jazz,Jordan Clarkson,PG,Feb 21,Out,Feb 13: Clarkson is out for Thursday's game versus the Clippers due to left foot Plantar Fascitis injury management.,2025-02-20
Utah Jazz,Collin Sexton,PG,Feb 21,Out,Feb 13: Sexton (ankle) is out for Thursday's game versus the Clippers.,2025-02-20
Utah Jazz,Taylor Hendricks,F,Oct 1,Out,"Nov 6: Hendricks underwent surgery on his broken right leg and dislocated ankle Wednesday, Andy Larsen of The Salt Lake Tribune reports.",2025-02-20
Washington Wizards,Malcolm Brogdon,PG,Feb 21,Out,"Feb 19: Coach Brian Keefe said Wednesday that Brogdon (ankle) is not expected to play in Friday's game against the Bucks, Josh Robbins of The Athletic reports.",2025-02-20
Washington Wizards,Justin Champagnie,SF,Feb 21,Out,"Feb 12: Champagnie has been ruled out for the remainder of Wednesday's game against the Pacers due to a post-traumatic headache, Josh Robbins of The Athletic reports.",2025-02-20
Washington Wizards,Anthony Gill,PF,Feb 21,Out,Feb 11: Gill (ankle) is out for Wednesday's game against the Pacers.,2025-02-20
Washington Wizards,Khris Middleton,SF,Feb 21,Out,"Feb 9: Middleton (recently traded/ankles) is expected to make his Wizards debut after the All-Star break, Josh Robbins of The Athletic reports.",2025-02-20
Washington Wizards,Marcus Smart,PG,Feb 21,Out,"Feb 9: Smart will likely make his Wizards debut after the All-Star break, Josh Robbins of The Athletic reports.",2025-02-20
Washington Wizards,Saddiq Bey,SF,Feb 21,Out,Jan 30: Bey (knee) will remain out for Thursday's game against the Lakers.,2025-02-20
