TEAM_NAME,PLAYER_NAME,POS,EST_RETURN,STATUS,COMMENT,DATA_DATE
Indiana Pacers,Tony Bradley,C,Apr 4,Out,Apr 1: Bradley (illness) has been ruled out for Wednesday's game against the Hornets.,2025-04-02
Indiana Pacers,Bennedict Mathurin,SG,Apr 2,Day-To-Day,Apr 1: Mathurin (calf) has been listed as questionable for Wednesday's game against the Hornets.,2025-04-02
Indiana Pacers,Myles Turner,C,Apr 2,Day-To-Day,Apr 1: Turner is questionable for Wednesday's game against Charlotte with an illness.,2025-04-02
Indiana Pacers,Isaiah Jackson,SF,Oct 1,Out,"Nov 2: Jackson suffered a torn Achilles during Friday's game against the Pelicans, Shams Charania of ESPN reports.",2025-04-02
LA Clippers,Jordan Miller,G,Apr 4,Out,"Apr 1: Miller (hamstring) has been ruled out for Wednesday's game against New Orleans, independent NBA writer Justin Russo reports.",2025-04-02
LA Clippers,Amir Coffey,SG,Apr 4,Out,"Apr 1: Coffey (knee) is out for Wednesday's game versus the Pelicans, Tomer Azarly of ClutchPoints.com reports.",2025-04-02
Los Angeles Lakers,Maxi Kleber,PF,Apr 11,Out,"Feb 4: Kleber will have his surgically repaired right foot re-evaluated in eight weeks, Jovan Buha of The Athletic reports.",2025-04-02
Memphis Grizzlies,Vince Williams Jr.,G,Apr 3,Out,Apr 1: Williams (illness) has been ruled out for Tuesday's game against Golden State.,2025-04-02
Memphis Grizzlies,John Konchar,SG,Apr 3,Out,Apr 1: Konchar (illness) won't play in Tuesday's game versus the Warriors.,2025-04-02
Memphis Grizzlies,Zyon Pullin,G,Apr 3,Out,Apr 1: Pullin (knee) has been ruled out for Tuesday's game against the Warriors.,2025-04-02
Memphis Grizzlies,Brandon Clarke,PF,Oct 1,Out,"Mar 31: Clarke received an orthobiologic injection in his right knee Monday, but he will not require surgery and is expected to make a full recovery prior to the 2025-26 regular season.",2025-04-02
Miami Heat,Nikola Jovic,F,Apr 3,Out,Apr 1: Jovic (hand) won't play in Wednesday's game versus the Celtics.,2025-04-02
Miami Heat,Kevin Love,PF,Apr 3,Out,Apr 1: Love is out for Wednesday's game against Boston for personal reasons.,2025-04-02
Miami Heat,Duncan Robinson,F,Apr 3,Out,Apr 1: Robinson (back) has been ruled out for Wednesday's game against the Celtics.,2025-04-02
Miami Heat,Andrew Wiggins,SF,Apr 3,Out,Apr 1: Wiggins is out for Wednesday's game against Boston due to right hamstring tendinopathy.,2025-04-02
Miami Heat,Dru Smith,G,Oct 1,Out,Dec 27: The Heat announced Friday that Smith underwent successful surgery to repair a ruptured left Achilles tendon and will miss the remainder of the season.,2025-04-02
Milwaukee Bucks,AJ Green,G,Apr 3,Out,Apr 1: Green (shoulder) has been ruled out for Tuesday's game against the Suns.,2025-04-02
Milwaukee Bucks,Damian Lillard,PG,Apr 19,Out,"Mar 25: Lillard has been diagnosed with deep vein thrombosis in his right calf and will be sidelined indefinitely, Eric Nehm of The Athletic reports.",2025-04-02
Milwaukee Bucks,Jericho Sims,C,Apr 19,Out,"Mar 17: Sims underwent surgery Monday to repair a torn ligament in his right thumb and is expected to be sidelined for approximately four weeks, Eric Nehm of The Athletic reports.",2025-04-02
Minnesota Timberwolves,Terrence Shannon Jr.,G,Apr 3,Out,Mar 31: Shannon (groin) has been ruled out for Tuesday's game against Denver.,2025-04-02
New Orleans Pelicans,Jordan Hawkins,G,Apr 4,Out,Apr 1: Hawkins (back) is out for Wednesday's game versus the Clippers.,2025-04-02
New Orleans Pelicans,Brandon Boston,SG,Apr 4,Out,Apr 1: Boston (ankle) has been ruled out for Wednesday's matchup against the Clippers.,2025-04-02
New Orleans Pelicans,CJ McCollum,SG,Oct 1,Out,Mar 31: The Pelicans announced Monday that McCollum (foot) will miss the remainder of the 2024-25 season.,2025-04-02
New Orleans Pelicans,Zion Williamson,PF,Oct 1,Out,Mar 31: The Pelicans announced Monday that Williamson (back) won't play for the rest of the 2024-25 season.,2025-04-02
New Orleans Pelicans,Trey Murphy III,SG,Oct 1,Out,"Mar 18: Murphy sustained a season-ending torn labrum in his right shoulder during Monday's 127-81 loss to the Pistons, Shams Charania of ESPN reports.",2025-04-02
New Orleans Pelicans,Herbert Jones,SF,Oct 1,Out,Feb 26: The Pelicans announced that Jones underwent successful surgery Feb. 12 to repair a torn rotator cuff in his right shoulder.,2025-04-02
New Orleans Pelicans,Dejounte Murray,SG,Oct 1,Out,"Jan 31: Shams Charania of ESPNMurray suffered a torn right Achilles tendon during Friday's game against the Celtics and will now miss the rest of the season, Shams Charania of ESPN.com reports.",2025-04-02
New York Knicks,Karl-Anthony Towns,C,Apr 2,Day-To-Day,"Apr 1: Towns is out for Tuesday's game against Philadelphia due to left knee soreness, Kristian Winfield of the New York Daily News reports.",2025-04-02
New York Knicks,Cameron Payne,PG,Apr 2,Out,Mar 31: Payne (ankle) has been ruled out for Tuesday's game against the 76ers.,2025-04-02
New York Knicks,Miles McBride,PG,Apr 2,Out,Mar 31: McBride (groin) has been ruled out for Tuesday's game against the 76ers.,2025-04-02
New York Knicks,Jalen Brunson,PG,Apr 6,Out,"Mar 30: Brunson (ankle) has been cleared for basketball activities and is feeling better, though there's still no specific timetable for his return, Tim Bontemps of ESPN.com reports.",2025-04-02
New York Knicks,Kevin McCullar Jr.,F,Apr 2,Day-To-Day,Mar 30: McCullar (knee) has been ruled out of Monday's game against the Cavaliers.,2025-04-02
New York Knicks,Ariel Hukporti,C,Apr 6,Out,"Mar 29: Knicks head coach Tom Thibodeau said Tuesday that Hukporti (knee) isn't doing much in practice other than individual work, Kristian Winfield of the New York Daily News reports.",2025-04-02
Oklahoma City Thunder,Alex Ducas,G,Apr 4,Out,Apr 1: Ducas (quadriceps) won't play in Wednesday's game versus the Pistons.,2025-04-02
Oklahoma City Thunder,Ousmane Dieng,F,Apr 4,Out,Apr 1: Dieng (calf) has been ruled out for Wednesday's game against the Pistons.,2025-04-02
Oklahoma City Thunder,Aaron Wiggins,SG,Apr 4,Out,Apr 1: Wiggins (Achilles) has been ruled out for Wednesday's game against the Pistons.,2025-04-02
Oklahoma City Thunder,Ajay Mitchell,G,Apr 4,Out,"Feb 6: Mitchell was converted from a two-way deal Thursday to a two-year contract with the Thunder, Shams Charania of ESPN reports.",2025-04-02
Oklahoma City Thunder,Nikola Topic,G,Jul 1,Out,"Jan 12: Topic (knee) was spotted taking part in light shooting drills on the court prior to the Thunder's 105-92 loss to the Celtics last Sunday, Clemente Almanza of USA Today reports.",2025-04-02
Orlando Magic,Jalen Suggs,SG,Oct 1,Out,Mar 4: The Magic announced Tuesday that Suggs (knee) has been ruled out for the remainder of the 2024-25 campaign after undergoing successful surgery.,2025-04-02
Orlando Magic,Moritz Wagner,C,Oct 1,Out,Jan 9: The Magic announced that Wagner underwent successful surgery to repair a torn ACL in his left knee Wednesday and will miss the remainder of the 2024-25 season.,2025-04-02
Philadelphia 76ers,Jalen Hood-Schifino,G,Apr 3,Out,"Apr 1: Hood-Schifino finished Sunday's 127-109 loss to the Raptors with 18 points (6-8 FG, 1-2 3Pt, 5-5 FT), two rebounds, five assists, one block and one steal over 27 minutes.",2025-04-02
Philadelphia 76ers,Jeff Dowtin Jr.,G,Apr 3,Out,"Apr 1: Dowtin logged 27 points (10-21 FG, 3-8 3Pt, 2-4 FT), four rebounds, three assists, one steal and one block over 35 minutes Saturday during the G League Delaware Blue Coats' 122-111 G League win over Raptors 905.",2025-04-02
Philadelphia 76ers,Guerschon Yabusele,F,Apr 3,Out,"Apr 1: Yabusele (knee) has been ruled out for Tuesday's game against the Knicks, Adam Aaronson of PhillyVoice.com reports.",2025-04-02
Philadelphia 76ers,Tyrese Maxey,PG,Apr 3,Out,"Apr 1: Coach Nick Nurse said Tuesday that Maxey (finger) practiced Friday and continues to work out but is considered day-to-day moving forward, Sam DiGiovanni of ClutchPoints.com reports.",2025-04-02
Philadelphia 76ers,Kelly Oubre Jr.,SG,Apr 3,Out,Mar 31: Oubre (knee) will not play Tuesday against the Knicks.,2025-04-02
Philadelphia 76ers,Andre Drummond,C,Apr 7,Out,"Mar 29: Drummond (toe) will miss the next five games for the 76ers, Noah Levick of NBC Sports Philadelphia reports.",2025-04-02
Philadelphia 76ers,Paul George,F,Oct 1,Out,"Mar 17: George received injections in his left adductor muscle and left knee Monday and has been ruled out for the remainder of the season, Shams Charania of ESPN reports.",2025-04-02
Philadelphia 76ers,Joel Embiid,C,Oct 1,Out,"Feb 28: Embiid (knee) has been ruled out for the rest of the season by the 76ers, Shams Charania of ESPN reports.",2025-04-02
Philadelphia 76ers,Eric Gordon,SG,Oct 1,Out,"Feb 27: The 76ers announced Thursday that Gordon (wrist) will be re-evaluated in three months after undergoing successful surgery Wednesday, Keith Pompey of The Philadelphia Inquirer reports.",2025-04-02
Philadelphia 76ers,Jared McCain,G,Oct 1,Out,"Jan 9: McCain was reviewed Thursday by the surgeon who performed surgery on his left knee and is progressing well. The 76ers officially ruled out for the rest of the season, Kyle Neubeck of AllPHLY.com reports.",2025-04-02
Phoenix Suns,Royce O'Neale,PF,Apr 4,Out,"Apr 1: O'Neale (illness) won't play in Tuesday's game versus the Bucks, Duane Rankin of The Arizona Republic reports.",2025-04-02
Phoenix Suns,Bradley Beal,SG,Apr 4,Out,"Apr 1: Beal (hamstring) has been ruled out for Tuesday's game against the Bucks, Justin Garcia of the Locked On Podcast Network reports.",2025-04-02
Phoenix Suns,Kevin Durant,PF,Apr 8,Out,"Mar 31: Durant (ankle) is expected to miss at least one week of action, ESPN's Shams Charania reported Monday.",2025-04-02
Portland Trail Blazers,Jerami Grant,SF,Apr 3,Out,"Apr 1: Grant (knee) is out for Tuesday's game against Atlanta, Casey Holdahl of the Trail Blazers' official site reports.",2025-04-02
Portland Trail Blazers,Anfernee Simons,SG,Apr 3,Out,"Apr 1: Simons (forearm) has been ruled out for Tuesday's game against the Hawks, Casey Holdahl of the Trail Blazers' official site reports.",2025-04-02
Portland Trail Blazers,Deandre Ayton,C,Apr 3,Out,Mar 31: Ayton (calf) will not play Tuesday against the Hawks.,2025-04-02
Portland Trail Blazers,Scoot Henderson,G,Apr 3,Out,Mar 31: Henderson (concussion) has been ruled out for Tuesday's game against the Hawks.,2025-04-02
Portland Trail Blazers,Bryce McGowens,G,Oct 1,Out,"Mar 26: McGowens will miss the rest of the regular season after suffering a right rib fracture during Monday's G League game with the Rip City Remix, Sean Highkin of Rip City Radio 620 Portland reports.",2025-04-02
Portland Trail Blazers,Sidy Cissoko,G,Apr 3,Out,"Mar 23: Cissoko has reportedly signed a two-way contract with the Trail Blazers, Shams Charania of ESPN reports.",2025-04-02
Portland Trail Blazers,Robert Williams III,C,Oct 1,Out,Mar 20: Williams underwent an arthroscopic procedure Thursday to address inflammation in his left knee and will miss 4-6 weeks.,2025-04-02
Sacramento Kings,Devin Carter,G,Apr 4,Out,Apr 1: Carter (shoulder) is out for Wednesday's game versus the Wizards.,2025-04-02
Sacramento Kings,Jake LaRavia,F,Apr 6,Out,"Mar 28: LaRavia was diagnosed with a bone contusion in his left thumb and will be re-evaluated in 7-to-10 days, James Ham of ESPN 1320 Sacramento reports.",2025-04-02
San Antonio Spurs,Jeremy Sochan,F,Apr 2,Out,"Apr 1: Sochan won't play in Tuesday's game versus the Magic due to lower back spasms, Paul Garcia of ProjectSpurs.com reports.",2025-04-02
San Antonio Spurs,Charles Bassey,C,Apr 2,Out,Mar 31: Bassey has been ruled out for Tuesday's game against the Magic due to left knee injury management.,2025-04-02
San Antonio Spurs,Victor Wembanyama,C,Oct 1,Out,"Mar 27: Head coach of the French National team, Frederic Fauthoux, said Thursday that Wembanyama underwent surgery on the deep vein thrombosis in his right shoulder and is feeling fine, Jeff Garcia of KENS 5 San Antonio reports.",2025-04-02
San Antonio Spurs,De'Aaron Fox,PG,Oct 1,Out,"Mar 13: Fox will undergo season-ending surgery to repair tendon damage in his left pinkie finger Tuesday, Shams Charania of ESPN reports.",2025-04-02
San Antonio Spurs,Riley Minix,F,Oct 1,Out,"Jan 15: Minix will miss the remainder of the season with a torn labrum in his left shoulder, Michael C. Wright of ESPN.com reports.",2025-04-02
Toronto Raptors,Ochai Agbaji,G,Apr 3,Out,"Mar 31: Agbaji won't play in Tuesday's game against Chicago for rest purposes, Coty Wiles of RaptorsRepublic.com reports.",2025-04-02
Toronto Raptors,Gradey Dick,G,Apr 3,Out,"Mar 31: Dick (knee) has been ruled out for Tuesday's game against the Bulls, Coty Wiles of RaptorsRepublic.com reports.",2025-04-02
Toronto Raptors,RJ Barrett,SG,Apr 3,Out,"Mar 31: Barrett won't play in Tuesday's game against the Bulls due to rest, Coty Wiles of RaptorsRepublic.com reports.",2025-04-02
Toronto Raptors,Brandon Ingram,SF,Apr 9,Out,"Mar 23: The Raptors announced Sunday that Ingram (ankle) is progressing and will be re-evaluated in approximately 10 days, Michael Grange of Sportsnet.ca reports.",2025-04-02
Toronto Raptors,Ulrich Chomche,C,Jul 1,Out,"Feb 19: Chomche was diagnosed Wednesday with a partial proximal MCL tear in his right knee and will miss the remainder of the season, Michael Scotto of USA Today reports.",2025-04-02
Utah Jazz,Walker Kessler,C,Apr 2,Day-To-Day,Apr 1: Kessler (conditioning) is listed as questionable for Wednesday's game versus the Rockets.,2025-04-02
Utah Jazz,Jaden Springer,G,Apr 2,Day-To-Day,Apr 1: Springer is questionable for Wednesday's game against Houston due to lower back injury management.,2025-04-02
Utah Jazz,Cody Williams,F,Apr 4,Out,Apr 1: Williams (illness) has been ruled out for Wednesday's game against the Rockets.,2025-04-02
Utah Jazz,Collin Sexton,PG,Apr 2,Day-To-Day,Apr 1: Sexton (pelvis) is questionable for Wednesday's game against Houston.,2025-04-02
Utah Jazz,Lauri Markkanen,PF,Apr 4,Out,Apr 1: Markkanen (knee) has been ruled out for Wednesday's game against the Rockets.,2025-04-02
Utah Jazz,Jordan Clarkson,PG,Oct 1,Out,"Mar 27: Clarkson will miss the rest of the season for the Jazz after having a procedure to address the plantar fasciitis in his left foot, Mark Medina of TheSportingTribune.comreports.",2025-04-02
Utah Jazz,Elijah Harkless,G,Apr 2,Out,"Mar 24: Harkless (groin) has been ruled out for Tuesday's game against Memphis, Andy Larsen of The Salt Lake Tribune reports.",2025-04-02
Utah Jazz,John Collins,PF,Apr 9,Out,Mar 14: The Jazz announced Friday that Collins underwent an MRI which confirmed a left lateral ankle sprain and he will be re-evaluated in two weeks.,2025-04-02
Utah Jazz,Taylor Hendricks,F,Oct 1,Out,"Nov 6: Hendricks underwent surgery on his broken right leg and dislocated ankle Wednesday, Andy Larsen of The Salt Lake Tribune reports.",2025-04-02
Washington Wizards,Marcus Smart,PG,Apr 3,Out,Apr 1: Smart won't play in Wednesday's game versus the Kings due to a right index finger partial extensor hood tear.,2025-04-02
Washington Wizards,Saddiq Bey,SF,Apr 3,Out,Apr 1: Bey (knee) has been ruled out for Wednesday's game against the Kings.,2025-04-02
Washington Wizards,Kyshawn George,F,Apr 3,Out,Apr 1: George is out for Wednesday's game against the Kings with a sprained left ankle.,2025-04-02
Washington Wizards,Khris Middleton,SF,Apr 3,Out,Apr 1: Middleton is out for Wednesday's game against the Kings due to a right knee contusion.,2025-04-02
Washington Wizards,Malcolm Brogdon,PG,Apr 3,Out,Apr 1: Brogdon (ankle) has been ruled out for Wednesday's game against the Kings.,2025-04-02
Washington Wizards,Corey Kispert,SF,Oct 1,Out,Mar 18: Kispert underwent successful surgery on his left thumb Tuesday and is expected to make a full recovery and be ready for the start of next season.,2025-04-02
Washington Wizards,Bilal Coulibaly,SG,Oct 1,Out,"Mar 13: The Wizards announced Thursday that Coulibaly will be out approximately 4-6 weeks with a right hamstring injury, Michael Scotto of USA Today reports.",2025-04-02
