TEAM_NAME,PLAYER_NAME,POS,EST_RETURN,STATUS,COMMENT,DATA_DATE
Dallas Mavericks,Dante Exum,G,Jan 17,Out,Jan 7: Exum (wrist) remains listed as out for Tuesday's game against the Lakers.,2025-01-15
Dallas Mavericks,Luka Doncic,PG,Feb 2,Out,"Dec 27: Doncic will be re-evaluated in a month after sustaining a left calf strain on Christmas Day against the Timberwolves, Shams Charania of ESPN reports.",2025-01-15
Denver Nuggets,Vlatko Cancar,SF,Feb 20,Out,"Dec 4: Cancar (knee) will be re-evaluated in 8 weeks following left knee surgery, Ryan Blackburn of MileHighSports.com reports.",2025-01-15
Denver Nuggets,DaRon Holmes II,C,Jul 1,Out,,2025-01-15
Detroit Pistons,Jaden Ivey,PG,Mar 1,Out,"Jan 2: The Pistons announced Thursday that Ivey underwent successful surgery to repair a broken fibula in his left leg and he will be re-evaluated in four weeks, Keith Langlois of the Pistons' official site reports.",2025-01-15
Golden State Warriors,Gary Payton II,SG,Jan 15,Out,Jan 14: Payton (calf) has been upgraded to probable for Wednesday's game against the Timberwolves.,2025-01-15
Golden State Warriors,Trayce Jackson-Davis,F,Jan 15,Day-To-Day,Jan 14: Jackson-Davis (thumb) is listed as questionable for Wednesday's game against Minnesota.,2025-01-15
Golden State Warriors,Draymond Green,PF,Jan 15,Day-To-Day,Jan 14: Green (illness) is listed as questionable for Wednesday's game versus the Timberwolves.,2025-01-15
Golden State Warriors,Kyle Anderson,SF,Jan 15,Day-To-Day,Jan 14: Anderson is questionable to play Wednesday against Minnesota due to left hamstring soreness.,2025-01-15
Golden State Warriors,Brandin Podziemski,G,Jan 22,Out,"Jan 12: Podziemski (abdomen) has started running at full speed but isn't near a return, Danny Emerman of Bay Area News Group reports.",2025-01-15
Golden State Warriors,Jonathan Kuminga,PF,Feb 3,Out,"Jan 5: Kuminga will be re-evaluated in three weeks for a right ankle sprain that he suffered during the Warriors' 121-113 win over the Grizzlies on Saturday, Anthony Slater of The Athletic reports.",2025-01-15
Houston Rockets,Jock Landale,C,Jan 16,Out,Jan 14: Landale (personal) is out for Wednesday's game against the Nuggets.,2025-01-15
Houston Rockets,Tari Eason,F,Jan 15,Out,Jan 14: Eason (lower leg) is listed as doubtful for Wednesday's game against Denver.,2025-01-15
Houston Rockets,Jabari Smith Jr.,PF,Feb 21,Out,"Jan 3: The Rockets announced Friday that Smith broke his left hand in shootaround and will be re-evaluated in 4-6 weeks, Michael Shapiro of SI.com reports.",2025-01-15
Indiana Pacers,Tyrese Haliburton,PG,Jan 16,Day-To-Day,"Jan 15: Haliburton has been ruled out Tuesday due to a mild left groin strain, Dustin Dopirak of The Indianapolis Star reports.",2025-01-15
Indiana Pacers,Aaron Nesmith,SF,Jan 16,Out,Jan 13: Nesmith (ankle) has been ruled out for Tuesday's contest with Cleveland.,2025-01-15
Indiana Pacers,Isaiah Jackson,SF,Oct 1,Out,"Nov 2: Jackson suffered a torn Achilles during Friday's game against the Pelicans, Shams Charania of ESPN reports.",2025-01-15
Indiana Pacers,James Wiseman,C,Oct 1,Out,"Oct 25: Wiseman underwent successful surgery to repair a torn left Achilles on Thursday, Shams Charania of ESPN reports.",2025-01-15
LA Clippers,P.J. Tucker,PF,Feb 8,Out,"Oct 20: The Clippers announced Sunday that Tucker will not be with the team moving forward, Joey Linn of SI.com reports.",2025-01-15
Los Angeles Lakers,LeBron James,SF,Jan 15,Day-To-Day,"Jan 14: James (foot) is listed as probable for Wednesday's game versus the Heat, Dan Woike of the Los Angeles Times reports.",2025-01-15
Los Angeles Lakers,Jalen Hood-Schifino,G,Jan 17,Out,"Jan 14: Hood-Schifino (hamstring) has been ruled out for Wednesday's game against the Heat, Dan Woike of the Los Angeles Times reports.",2025-01-15
Los Angeles Lakers,Dorian Finney-Smith,PF,Jan 15,Day-To-Day,"Jan 14: Finney-Smith (personal) has been listed as doubtful for Wednesday's game against the Heat, Dan Woike of the Los Angeles Times reports.",2025-01-15
Los Angeles Lakers,Anthony Davis,PF,Jan 15,Day-To-Day,"Jan 14: Davis (foot) is probable for Wednesday's game against Miami, Dan Woike of the Los Angeles Times reports.",2025-01-15
Los Angeles Lakers,Bronny James,G,Jan 15,Day-To-Day,"Jan 14: James (illness) is questionable for Wednesday's game against the Heat, Dan Woike of the Los Angeles Times reports.",2025-01-15
Los Angeles Lakers,Christian Wood,F,Jan 25,Out,"Jan 14: Lakers head coach JJ Redick said Monday that he had no update on the status of Wood, who has been sidelined all season while recovering from the left knee surgery he underwent in September, Daniel Starkand of LakersNation.com reports.",2025-01-15
Los Angeles Lakers,Jarred Vanderbilt,PF,Jan 21,Out,"Jan 13: Head coach JJ Redick said Monday that Vanderbilt (foot) won't return to the lineup this week, Jovan Buha of The Athletic reports.",2025-01-15
Memphis Grizzlies,GG Jackson II,F,Jan 20,Out,Jan 14: The Grizzlies assigned Jackson (foot) to the Memphis Hustle of the G League on Tuesday.,2025-01-15
Memphis Grizzlies,Jay Huff,C,Jan 15,Day-To-Day,Jan 14: Huff (knee) is probable for Wednesday's matchup against the Spurs.,2025-01-15
Memphis Grizzlies,Vince Williams Jr.,G,Jan 27,Out,"Jan 14: Grizzlies head coach Taylor Jenkins said Monday that Williams (ankle) is progressing well and is expected to be cleared for full-court basketball activities later this week but remains without a clear timeline for returning to game action, Rob Fischer of FanDuel Sports Network Southeast reports.",2025-01-15
Memphis Grizzlies,Cam Spencer,G,Feb 8,Out,Jan 10: The Grizzlies announced Friday that Spencer (thumb) will be re-evaluated in three weeks.,2025-01-15
Memphis Grizzlies,Marcus Smart,PG,Jan 20,Out,Jan 10: Smart (finger) is progressing well in his rehabilitation and is now considered week-to-week.,2025-01-15
Miami Heat,Kel'el Ware,C,Jan 15,Day-To-Day,Jan 14: Ware (foot) is probable for Wednesday's game against the Lakers.,2025-01-15
Miami Heat,Bam Adebayo,C,Jan 15,Day-To-Day,Jan 14: Adebayo (back) is questionable to play Wednesday against the Lakers.,2025-01-15
Miami Heat,Josh Richardson,SG,Jan 17,Out,"Jan 13: Richardson (heel), who has already been ruled out Monday against the Clippers, will also miss Wednesday's game against the Lakers, the Heat announced Monday.",2025-01-15
Miami Heat,Dru Smith,G,Oct 1,Out,Dec 27: The Heat announced Friday that Smith underwent successful surgery to repair a ruptured left Achilles tendon and will miss the remainder of the season.,2025-01-15
Milwaukee Bucks,Khris Middleton,SF,Jan 15,Day-To-Day,Jan 14: Middleton (ankles) has been ruled out for Tuesday's game against Sacramento.,2025-01-15
Milwaukee Bucks,Gary Trent Jr.,SG,Jan 15,Out,"Jan 14: Trent (hip) has been ruled out for Tuesday's game against the Kings, Eric Nehm of The Athletic reports.",2025-01-15
Minnesota Timberwolves,Terrence Shannon Jr.,G,Jan 29,Out,Jan 13: Minnesota announced Monday that Shannon will miss the next 2-to-4 weeks after being diagnosed with a Grade 2 mid-foot sprain.,2025-01-15
New Orleans Pelicans,Brandon Ingram,SF,Jan 15,Out,"Jan 13: Ingram (ankle) has been ruled out for Tuesday's game against the Bulls, Jim Eichenhofer of the Pelicans' official site reports.",2025-01-15
New Orleans Pelicans,Herbert Jones,SF,Apr 2,Out,"Jan 10: Jones (shoulder) has been diagnosed with a torn labrum, which will keep the Pelicans forward out indefinitely.",2025-01-15
New York Knicks,Jericho Sims,C,Jan 15,Day-To-Day,Jan 14: Sims (back) is questionable for Wednesday's game against the 76ers.,2025-01-15
New York Knicks,Jalen Brunson,PG,Jan 15,Day-To-Day,Jan 14: Brunson (shoulder) has been listed as probable for Wednesday's game against the 76ers.,2025-01-15
New York Knicks,Karl-Anthony Towns,C,Jan 15,Day-To-Day,Jan 14: Towns (thumb) is listed as questionable for Wednesday's game against Philadelphia.,2025-01-15
New York Knicks,Mitchell Robinson,C,Jan 25,Out,"Jan 1: Robinson (ankle) has yet to begin running full speed but is expected to be cleared for full practice at some point in January, Ian Begley of SportsNet New York reports.",2025-01-15
New York Knicks,Kevin McCullar Jr.,F,Jan 17,Out,Oct 27: McCullar (knee) has been ruled out of Monday's game against the Cavaliers.,2025-01-15
Oklahoma City Thunder,Nikola Topic,G,Jul 1,Out,"Jan 12: Topic (knee) was spotted taking part in light shooting drills on the court prior to the Thunder's 105-92 loss to the Celtics last Sunday, Clemente Almanza of USA Today reports.",2025-01-15
Oklahoma City Thunder,Chet Holmgren,PF,Feb 10,Out,"Jan 11: Holmgren (hip) joined the Thunder for their four-game road trip that began Wednesday and is beginning to increase his physical activity, Joel Lorenzi of The Oklahoman reports.",2025-01-15
Oklahoma City Thunder,Ajay Mitchell,G,Apr 2,Out,"Jan 10: Mitchell underwent a procedure on his turf toe sprain on his right foot and will be re-evaluated in 10 to 12 weeks,Andrew Schlecht of The Athletic reports.",2025-01-15
Oklahoma City Thunder,Adam Flagler,F,Jan 16,Out,"Dec 9: Flagler has been diagnosed with a right fourth metacarpal fracture and will be re-evaluated in 4-to-6 weeks, Clemente Almanza of USA Today reports.",2025-01-15
Orlando Magic,Kentavious Caldwell-Pope,SG,Jan 15,Day-To-Day,"Jan 14: Caldwell-Pope (knee) is questionable for Wednesday's game against the Bucks, Jason Beede of the Orlando Sentinel reports.",2025-01-15
Orlando Magic,Jalen Suggs,SG,Jan 17,Out,"Jan 14: Suggs (back) has been ruled out for Wednesday's game against the Bucks, Jason Beede of the Orlando Sentinel reports.",2025-01-15
Orlando Magic,Goga Bitadze,C,Jan 15,Day-To-Day,"Jan 14: Bitadze (hip) is questionable for Wednesday's game against the Bucks, Jason Beede of the Orlando Sentinel reports.",2025-01-15
Orlando Magic,Jett Howard,G,Jan 15,Day-To-Day,"Jan 14: Howard (ankle) is doubtful for Wednesday's game against the Bucks, Jason Beede of the Orlando Sentinel reports.",2025-01-15
Orlando Magic,Gary Harris,SG,Jan 17,Out,"Jan 14: Harris (hamstring) will not play Wednesday against the Bucks, Jason Beede of the Orlando Sentinel reports.",2025-01-15
Orlando Magic,Franz Wagner,SF,Jan 19,Out,"Jan 14: Wagner (oblique), who will miss Wednesday's game against the Bucks, is expected to return once he gets his conditioning up to par, Mason Williams of Sports Illustrated reports.",2025-01-15
Orlando Magic,Moritz Wagner,C,Oct 1,Out,Jan 9: The Magic announced that Wagner underwent successful surgery to repair a torn ACL in his left knee Wednesday and will miss the remainder of the 2024-25 season.,2025-01-15
Philadelphia 76ers,Paul George,F,Jan 15,Out,Jan 14: George (ankle) has been ruled out Tuesday against the Thunder.,2025-01-15
Philadelphia 76ers,Tyrese Maxey,PG,Jan 15,Out,"Jan 14: Maxey (hand) has been ruled out for Tuesday's game against the Thunder, Adam Aaronson of PhillyVoice.com reports.",2025-01-15
Philadelphia 76ers,Caleb Martin,SF,Jan 15,Out,"Jan 14: Martin (groin) is out for Tuesday's game versus the Thunder, Ky Carlin of USA Today reports.",2025-01-15
Philadelphia 76ers,Andre Drummond,C,Jan 15,Out,"Jan 14: Drummond (toe) is listed as day-to-day as he begins on-court work for the 76ers, Ky Carlin of USA Today reports.",2025-01-15
Philadelphia 76ers,KJ Martin,F,Jan 19,Out,"Jan 14: Martin (foot), who has already been ruled out for Tuesday's game against the Thunder, has resumed on-court work, but there's no clear timetable for his return, Ky Carlin of USA Today reports.",2025-01-15
Philadelphia 76ers,Joel Embiid,C,Jan 15,Out,"Jan 14: The 76ers announced Tuesday that Embiid (foot) is still deemed day-to-day, Ky Carlin of USA Today reports.",2025-01-15
Philadelphia 76ers,Kyle Lowry,PG,Jan 15,Out,"Jan 13: Lowry (hip) has been ruled out for Tuesday's game against the Thunder, Adam Aaronson of PhillyVoice.com reports.",2025-01-15
Philadelphia 76ers,Jared McCain,G,Oct 1,Out,"Jan 9: McCain was reviewed Thursday by the surgeon who performed surgery on his left knee and is progressing well. The 76ers officially ruled out for the rest of the season, Kyle Neubeck of AllPHLY.com reports.",2025-01-15
Phoenix Suns,Jusuf Nurkic,C,Jan 16,Out,"Jan 13: Suns head coach Mike Budenholzer said prior to Sunday's 120-113 win over the Hornets that Nurkic is dealing with the flu and isn't expected to travel with the team for the start of its upcoming five-game road trip that begins Tuesday in Atlanta, Doug Haller of The Athletic reports.",2025-01-15
Portland Trail Blazers,Donovan Clingan,C,Jan 16,Day-To-Day,"Jan 15: Clingan finished Tuesday's 132-114 loss to the Nets with four points (1-1 FG, 2-2 FT), 14 rebounds, two assists, two steals and one block in 22 minutes. However, the rookie big man hurt his ankle at the end of the contest, Sean Highkin of Rip City Radio 620 Portland reports.",2025-01-15
Portland Trail Blazers,Deni Avdija,SF,Jan 16,Out,"Jan 14: Avdija (ankle) is out for Tuesday's game against the Nets, Sean Highkin of Rip City Radio 620 Portland reports.",2025-01-15
Portland Trail Blazers,Robert Williams III,C,Jan 16,Out,"Jan 14: Williams (illness) has been ruled out for Tuesday's game against the Nets, Sean Highkin of Rip City Radio 620 Portland reports.",2025-01-15
Portland Trail Blazers,Jerami Grant,SF,Jan 16,Out,Jan 13: Grant (face) has been ruled out for Tuesday's game against the Nets.,2025-01-15
Portland Trail Blazers,Matisse Thybulle,SG,Jan 28,Out,Jan 11: Portland announced Saturday that Thybulle (ankle) will be re-evaluated in two weeks.,2025-01-15
Sacramento Kings,Malik Monk,SG,Jan 16,Out,"Jan 14: Monk (groin) will not play Tuesday against the Bucks, Chris Biderman of The Sacramento Bee reports.",2025-01-15
San Antonio Spurs,Jeremy Sochan,F,Jan 17,Out,"Jan 14: Sochan (back) is out for Wednesday's game against the Grizzlies, Paul Garcia of ProjectSpurs.com reports.",2025-01-15
San Antonio Spurs,Riley Minix,F,Jan 17,Out,"Jan 9: The Spurs signed Minix to a two-way contract Saturday, Michael C. Wright of ESPN.com reports.",2025-01-15
Toronto Raptors,Immanuel Quickley,SG,Jan 17,Out,"Jan 14: Quickley (groin) has been ruled out for Wednesday's game against Boston, Josh Lewenberg of TSN.ca reports.",2025-01-15
Utah Jazz,Keyonte George,G,Jan 15,Out,"Jan 14: George (hip) is questionable for Wednesday's game against the Hornets, Andy Larsen of The Salt Lake Tribune reports.",2025-01-15
Utah Jazz,Collin Sexton,PG,Jan 17,Out,"Jan 14: Sexton (rest) has been ruled out for Wednesday's game against the Hornets, Andy Larsen of The Salt Lake Tribune reports.",2025-01-15
Utah Jazz,John Collins,PF,Jan 17,Out,"Jan 14: Collins (hip) remains out for Wednesday's game against the Hornets, Andy Larsen of The Salt Lake Tribune reports.",2025-01-15
Utah Jazz,Lauri Markkanen,PF,Jan 17,Out,"Jan 14: Markkanen (back) has been ruled out for Wednesday's game against the Hornets, Andy Larsen of The Salt Lake Tribune reports.",2025-01-15
Utah Jazz,Johnny Juzang,G,Jan 17,Out,"Jan 14: Juzang (hand) won't play in Wednesday's game versus the Hornets, Andy Larsen of The Salt Lake Tribune reports.",2025-01-15
Utah Jazz,Jordan Clarkson,PG,Jan 25,Out,"Jan 6: Clarkson underwent an MRI on his left foot Monday which confirmed a torn plantar fascia, Sarah Todd of The Deseret News reports.",2025-01-15
Utah Jazz,Taylor Hendricks,F,Oct 1,Out,"Nov 6: Hendricks underwent surgery on his broken right leg and dislocated ankle Wednesday, Andy Larsen of The Salt Lake Tribune reports.",2025-01-15
Washington Wizards,Tristan Vukcevic,PF,Jan 16,Out,Jan 13: Vukcevic (ankle) will not play Monday against the Timberwolves.,2025-01-15
Washington Wizards,Malcolm Brogdon,PG,Jan 16,Out,Jan 13: Brogdon (foot) will miss Monday's game against the Timberwolves.,2025-01-15
Washington Wizards,Marvin Bagley III,PF,Jan 16,Out,"Dec 26: Coach Brian Keefe said Thursday that Bagley (knee) avoided the worst-case scenario and doesn't expect his injury to be season-ending, Varun Shankar of The Washington Post reports.",2025-01-15
Washington Wizards,Saddiq Bey,SF,Jan 16,Out,"Oct 15: Coach Brain Keefe said Tuesday that Bey (knee) doesn't have a return timetable, Varun Shankar of The Washington Post reports.",2025-01-15
